// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 3 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Users\Kenny\coding\MayvueCodingClub\LLT\Benchmarking\bin\Release\net6.0\fee3edd7-6ce9-4024-9dc2-91f71019cc71
// command took 0.86s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Users\Kenny\coding\MayvueCodingClub\LLT\Benchmarking\bin\Release\net6.0\fee3edd7-6ce9-4024-9dc2-91f71019cc71
// command took 12.07s and exited with 1
// start dotnet build -c Release  --no-restore --no-dependencies /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Users\Kenny\coding\MayvueCodingClub\LLT\Benchmarking\bin\Release\net6.0\fee3edd7-6ce9-4024-9dc2-91f71019cc71
// command took 1.43s and exited with 0
// ***** Done, took 00:00:14 (14.42 sec)   *****
// Found 3 benchmarks:
//   LLTBenchmarks.BenchmarkKenny1: DefaultJob
//   LLTBenchmarks.BenchmarkKenny2: DefaultJob
//   LLTBenchmarks.BenchmarkKenny3: DefaultJob

// **************************
// Benchmark: LLTBenchmarks.BenchmarkKenny1: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "fee3edd7-6ce9-4024-9dc2-91f71019cc71.dll" --benchmarkName "Benchmarking.LLTBenchmarks.BenchmarkKenny1" --job "Default" --benchmarkId 0 in C:\Users\Kenny\coding\MayvueCodingClub\LLT\Benchmarking\bin\Release\net6.0\fee3edd7-6ce9-4024-9dc2-91f71019cc71\bin\Release\net6.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET 6.0.7 (6.0.722.32202), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 154100.00 ns, 154.1000 us/op
OverheadActual   6: 131072 op, 197900.00 ns, 1.5099 ns/op
OverheadActual   7: 131072 op, 197900.00 ns, 1.5099 ns/op
OverheadActual   8: 131072 op, 197900.00 ns, 1.5099 ns/op
OverheadActual   9: 131072 op, 197900.00 ns, 1.5099 ns/op
OverheadActual  10: 131072 op, 197900.00 ns, 1.5099 ns/op
OverheadActual  11: 131072 op, 197800.00 ns, 1.5091 ns/op
OverheadActual  12: 131072 op, 200500.00 ns, 1.5297 ns/op
OverheadActual  13: 131072 op, 197800.00 ns, 1.5091 ns/op
OverheadActual  14: 131072 op, 234800.00 ns, 1.7914 ns/op
OverheadActual  15: 131072 op, 199300.00 ns, 1.5205 ns/op

WorkloadWarmup   1: 131072 op, 545605200.00 ns, 4.1626 us/op
WorkloadWarmup   2: 131072 op, 544389400.00 ns, 4.1534 us/op
WorkloadWarmup   3: 131072 op, 545311000.00 ns, 4.1604 us/op
WorkloadWarmup   4: 131072 op, 544467600.00 ns, 4.1540 us/op
WorkloadWarmup   5: 131072 op, 541988400.00 ns, 4.1350 us/op
WorkloadWarmup   6: 131072 op, 542169300.00 ns, 4.1364 us/op
WorkloadWarmup   7: 131072 op, 545617200.00 ns, 4.1627 us/op
WorkloadWarmup   8: 131072 op, 547737600.00 ns, 4.1789 us/op
WorkloadWarmup   9: 131072 op, 541180400.00 ns, 4.1289 us/op

// BeforeActualRun
WorkloadActual   1: 131072 op, 543739000.00 ns, 4.1484 us/op
WorkloadActual   2: 131072 op, 542286900.00 ns, 4.1373 us/op
WorkloadActual   3: 131072 op, 547362500.00 ns, 4.1760 us/op
WorkloadActual   4: 131072 op, 545418300.00 ns, 4.1612 us/op
WorkloadActual   5: 131072 op, 546994700.00 ns, 4.1732 us/op
WorkloadActual   6: 131072 op, 543849700.00 ns, 4.1492 us/op
WorkloadActual   7: 131072 op, 543854400.00 ns, 4.1493 us/op
WorkloadActual   8: 131072 op, 547116500.00 ns, 4.1742 us/op
WorkloadActual   9: 131072 op, 546005600.00 ns, 4.1657 us/op
WorkloadActual  10: 131072 op, 547998400.00 ns, 4.1809 us/op
WorkloadActual  11: 131072 op, 539994100.00 ns, 4.1198 us/op
WorkloadActual  12: 131072 op, 542922900.00 ns, 4.1422 us/op
WorkloadActual  13: 131072 op, 541857100.00 ns, 4.1340 us/op
WorkloadActual  14: 131072 op, 549677000.00 ns, 4.1937 us/op
WorkloadActual  15: 131072 op, 544510700.00 ns, 4.1543 us/op

// AfterActualRun
WorkloadResult   1: 131072 op, 543541100.00 ns, 4.1469 us/op
WorkloadResult   2: 131072 op, 542089000.00 ns, 4.1358 us/op
WorkloadResult   3: 131072 op, 547164600.00 ns, 4.1745 us/op
WorkloadResult   4: 131072 op, 545220400.00 ns, 4.1597 us/op
WorkloadResult   5: 131072 op, 546796800.00 ns, 4.1717 us/op
WorkloadResult   6: 131072 op, 543651800.00 ns, 4.1477 us/op
WorkloadResult   7: 131072 op, 543656500.00 ns, 4.1478 us/op
WorkloadResult   8: 131072 op, 546918600.00 ns, 4.1727 us/op
WorkloadResult   9: 131072 op, 545807700.00 ns, 4.1642 us/op
WorkloadResult  10: 131072 op, 547800500.00 ns, 4.1794 us/op
WorkloadResult  11: 131072 op, 539796200.00 ns, 4.1183 us/op
WorkloadResult  12: 131072 op, 542725000.00 ns, 4.1407 us/op
WorkloadResult  13: 131072 op, 541659200.00 ns, 4.1325 us/op
WorkloadResult  14: 131072 op, 549479100.00 ns, 4.1922 us/op
WorkloadResult  15: 131072 op, 544312800.00 ns, 4.1528 us/op

// AfterAll
// Benchmark Process 27632 has exited with code 0.

Mean = 4.156 μs, StdErr = 0.005 μs (0.12%), N = 15, StdDev = 0.020 μs
Min = 4.118 μs, Q1 = 4.144 μs, Median = 4.153 μs, Q3 = 4.172 μs, Max = 4.192 μs
IQR = 0.028 μs, LowerFence = 4.101 μs, UpperFence = 4.215 μs
ConfidenceInterval = [4.134 μs; 4.177 μs] (CI 99.9%), Margin = 0.021 μs (0.52% of Mean)
Skewness = -0.01, Kurtosis = 1.98, MValue = 2

// **************************
// Benchmark: LLTBenchmarks.BenchmarkKenny2: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "fee3edd7-6ce9-4024-9dc2-91f71019cc71.dll" --benchmarkName "Benchmarking.LLTBenchmarks.BenchmarkKenny2" --job "Default" --benchmarkId 1 in C:\Users\Kenny\coding\MayvueCodingClub\LLT\Benchmarking\bin\Release\net6.0\fee3edd7-6ce9-4024-9dc2-91f71019cc71\bin\Release\net6.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET 6.0.7 (6.0.722.32202), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 153300.00 ns, 153.3000 us/op
WorkloadJitting  1: 1 op, 582700.00 ns, 582.7000 us/op

OverheadJitting  2: 16 op, 246600.00 ns, 15.4125 us/op
WorkloadJitting  2: 16 op, 267900.00 ns, 16.7437 us/op

WorkloadPilot    1: 16 op, 29100.00 ns, 1.8188 us/op
WorkloadPilot    2: 32 op, 76000.00 ns, 2.3750 us/op
WorkloadPilot    3: 64 op, 188500.00 ns, 2.9453 us/op
WorkloadPilot    4: 128 op, 414600.00 ns, 3.2391 us/op
WorkloadPilot    5: 256 op, 735200.00 ns, 2.8719 us/op
WorkloadPilot    6: 512 op, 1560400.00 ns, 3.0477 us/op
WorkloadPilot    7: 1024 op, 2753600.00 ns, 2.6891 us/op
WorkloadPilot    8: 2048 op, 5438900.00 ns, 2.6557 us/op
WorkloadPilot    9: 4096 op, 7479600.00 ns, 1.8261 us/op
WorkloadPilot   10: 8192 op, 14258100.00 ns, 1.7405 us/op
WorkloadPilot   11: 16384 op, 27912900.00 ns, 1.7037 us/op
WorkloadPilot   12: 32768 op, 57029200.00 ns, 1.7404 us/op
WorkloadPilot   13: 65536 op, 109245500.00 ns, 1.6670 us/op
WorkloadPilot   14: 131072 op, 215309700.00 ns, 1.6427 us/op
WorkloadPilot   15: 262144 op, 429488200.00 ns, 1.6384 us/op
WorkloadPilot   16: 524288 op, 864357800.00 ns, 1.6486 us/op

OverheadWarmup   1: 524288 op, 874200.00 ns, 1.6674 ns/op
OverheadWarmup   2: 524288 op, 862300.00 ns, 1.6447 ns/op
OverheadWarmup   3: 524288 op, 941900.00 ns, 1.7965 ns/op
OverheadWarmup   4: 524288 op, 854400.00 ns, 1.6296 ns/op
OverheadWarmup   5: 524288 op, 859900.00 ns, 1.6401 ns/op
OverheadWarmup   6: 524288 op, 848000.00 ns, 1.6174 ns/op

OverheadActual   1: 524288 op, 786400.00 ns, 1.4999 ns/op
OverheadActual   2: 524288 op, 957300.00 ns, 1.8259 ns/op
OverheadActual   3: 524288 op, 864400.00 ns, 1.6487 ns/op
OverheadActual   4: 524288 op, 718100.00 ns, 1.3697 ns/op
OverheadActual   5: 524288 op, 748000.00 ns, 1.4267 ns/op
OverheadActual   6: 524288 op, 716500.00 ns, 1.3666 ns/op
OverheadActual   7: 524288 op, 717100.00 ns, 1.3678 ns/op
OverheadActual   8: 524288 op, 716600.00 ns, 1.3668 ns/op
OverheadActual   9: 524288 op, 716600.00 ns, 1.3668 ns/op
OverheadActual  10: 524288 op, 716800.00 ns, 1.3672 ns/op
OverheadActual  11: 524288 op, 852600.00 ns, 1.6262 ns/op
OverheadActual  12: 524288 op, 717400.00 ns, 1.3683 ns/op
OverheadActual  13: 524288 op, 719500.00 ns, 1.3723 ns/op
OverheadActual  14: 524288 op, 715900.00 ns, 1.3655 ns/op
OverheadActual  15: 524288 op, 716300.00 ns, 1.3662 ns/op

WorkloadWarmup   1: 524288 op, 865215600.00 ns, 1.6503 us/op
WorkloadWarmup   2: 524288 op, 877410000.00 ns, 1.6735 us/op
WorkloadWarmup   3: 524288 op, 873122400.00 ns, 1.6653 us/op
WorkloadWarmup   4: 524288 op, 870230000.00 ns, 1.6598 us/op
WorkloadWarmup   5: 524288 op, 862870100.00 ns, 1.6458 us/op
WorkloadWarmup   6: 524288 op, 859453900.00 ns, 1.6393 us/op
WorkloadWarmup   7: 524288 op, 861406100.00 ns, 1.6430 us/op
WorkloadWarmup   8: 524288 op, 868794100.00 ns, 1.6571 us/op
WorkloadWarmup   9: 524288 op, 865649700.00 ns, 1.6511 us/op

// BeforeActualRun
WorkloadActual   1: 524288 op, 858011200.00 ns, 1.6365 us/op
WorkloadActual   2: 524288 op, 864546800.00 ns, 1.6490 us/op
WorkloadActual   3: 524288 op, 863019000.00 ns, 1.6461 us/op
WorkloadActual   4: 524288 op, 859729900.00 ns, 1.6398 us/op
WorkloadActual   5: 524288 op, 859870100.00 ns, 1.6401 us/op
WorkloadActual   6: 524288 op, 862641400.00 ns, 1.6454 us/op
WorkloadActual   7: 524288 op, 874392000.00 ns, 1.6678 us/op
WorkloadActual   8: 524288 op, 871676600.00 ns, 1.6626 us/op
WorkloadActual   9: 524288 op, 871381600.00 ns, 1.6620 us/op
WorkloadActual  10: 524288 op, 865092900.00 ns, 1.6500 us/op
WorkloadActual  11: 524288 op, 859002600.00 ns, 1.6384 us/op
WorkloadActual  12: 524288 op, 860051200.00 ns, 1.6404 us/op
WorkloadActual  13: 524288 op, 860082700.00 ns, 1.6405 us/op
WorkloadActual  14: 524288 op, 867559400.00 ns, 1.6547 us/op
WorkloadActual  15: 524288 op, 859487200.00 ns, 1.6393 us/op

// AfterActualRun
WorkloadResult   1: 524288 op, 857293800.00 ns, 1.6352 us/op
WorkloadResult   2: 524288 op, 863829400.00 ns, 1.6476 us/op
WorkloadResult   3: 524288 op, 862301600.00 ns, 1.6447 us/op
WorkloadResult   4: 524288 op, 859012500.00 ns, 1.6384 us/op
WorkloadResult   5: 524288 op, 859152700.00 ns, 1.6387 us/op
WorkloadResult   6: 524288 op, 861924000.00 ns, 1.6440 us/op
WorkloadResult   7: 524288 op, 873674600.00 ns, 1.6664 us/op
WorkloadResult   8: 524288 op, 870959200.00 ns, 1.6612 us/op
WorkloadResult   9: 524288 op, 870664200.00 ns, 1.6607 us/op
WorkloadResult  10: 524288 op, 864375500.00 ns, 1.6487 us/op
WorkloadResult  11: 524288 op, 858285200.00 ns, 1.6370 us/op
WorkloadResult  12: 524288 op, 859333800.00 ns, 1.6390 us/op
WorkloadResult  13: 524288 op, 859365300.00 ns, 1.6391 us/op
WorkloadResult  14: 524288 op, 866842000.00 ns, 1.6534 us/op
WorkloadResult  15: 524288 op, 858769800.00 ns, 1.6380 us/op

// AfterAll
// Benchmark Process 31096 has exited with code 0.

Mean = 1.646 μs, StdErr = 0.003 μs (0.16%), N = 15, StdDev = 0.010 μs
Min = 1.635 μs, Q1 = 1.639 μs, Median = 1.644 μs, Q3 = 1.651 μs, Max = 1.666 μs
IQR = 0.012 μs, LowerFence = 1.620 μs, UpperFence = 1.670 μs
ConfidenceInterval = [1.635 μs; 1.657 μs] (CI 99.9%), Margin = 0.011 μs (0.65% of Mean)
Skewness = 0.73, Kurtosis = 2.03, MValue = 2

// **************************
// Benchmark: LLTBenchmarks.BenchmarkKenny3: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "fee3edd7-6ce9-4024-9dc2-91f71019cc71.dll" --benchmarkName "Benchmarking.LLTBenchmarks.BenchmarkKenny3" --job "Default" --benchmarkId 2 in C:\Users\Kenny\coding\MayvueCodingClub\LLT\Benchmarking\bin\Release\net6.0\fee3edd7-6ce9-4024-9dc2-91f71019cc71\bin\Release\net6.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET 6.0.7 (6.0.722.32202), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 144200.00 ns, 144.2000 us/op
True
WorkloadJitting  1: 1 op, 463900.00 ns, 463.9000 us/op

OverheadJitting  2: 16 op, 252600.00 ns, 15.7875 us/op
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
WorkloadJitting  2: 16 op, 350500.00 ns, 21.9062 us/op

True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
WorkloadPilot    1: 16 op, 79400.00 ns, 4.9625 us/op
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
WorkloadPilot    2: 32 op, 211600.00 ns, 6.6125 us/op
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
WorkloadPilot    3: 64 op, 390600.00 ns, 6.1031 us/op
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
WorkloadPilot    4: 128 op, 793100.00 ns, 6.1961 us/op
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
WorkloadPilot    5: 256 op, 1560000.00 ns, 6.0938 us/op
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
WorkloadPilot    6: 512 op, 4057700.00 ns, 7.9252 us/op
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
WorkloadPilot    7: 1024 op, 120859700.00 ns, 118.0271 us/op
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
True
